,symbol,passed,FilterWinLoss1Min,FilterWinLoss1Max,FilterValue1,FilterVolume1
533,CYD,False,-7.6527,5.6378,13.98,9956
534,CHA,False,-2.4971,2.4699,43.54,14123
535,CHT,False,-4.5267,1.8308,34.2,31700
536,CHD,True,-3.3878,1.826,78.43,698497
537,CIEN,True,-3.644,3.4424,43.2,1178677
538,CCC,False,-2.9703,4.4192,17.23,128110
539,CI,True,-3.3904,9.2393,169.47,862809
540,XEC,True,-6.8088,6.3086,42.39,558495
541,CBB,False,-13.3475,13.5831,4.75,192778
542,CNK,True,-4.4022,4.527,38.13,639543
543,CINR,False,-7.9255,6.5385,15.12,2492
544,CIR,False,-12.6418,3.8139,36.3,53358
545,CISN,False,-32.4873,3.6219,6.66,195546
546,C,True,-3.9488,2.7586,64.83,7632411
547,BLW,False,-0.9186,1.3298,15.4,37640
548,CIT,False,-5.4557,2.959,42.88,187382
549,CIO,False,-2.4096,2.3425,13.08,103300
550,CVEO,False,-8.4848,10.3226,1.49,23430
551,CIA,False,-4.9664,4.1949,6.74,30768
552,CFG,True,-4.4566,6.3836,33.13,1625629
553,CCO,False,-12.8878,5.49,2.37,198632
554,CTR,False,-2.2678,1.6719,8.85,22672
555,CLW,False,-13.7545,17.1884,17.65,46317
556,EMO,False,-2.8761,1.8028,8.69,59890
557,CLH,False,-3.6959,6.7499,76.46,106274
558,CWEN,True,-3.6116,3.8084,17.91,263638
559,CEM,False,-2.7778,1.4718,11.35,75259
560,CWEN.A,False,-4.3608,3.9228,16.92,110750
561,CLF,False,-9.5685,4.66,8.58,4113305
562,CLPR,False,-13.4387,5.5713,11.13,6575
563,CLDR,False,-4.4286,8.8847,6.76,3268619
564,CNF,False,-5.3466,5.9459,5.4,0
565,CMSA,False,-1.427,1.1154,26.52,2485
566,CMS,True,-2.4084,1.6241,60.09,984865
567,CMSC,False,-1.2755,0.9735,27.42,927
568,CLX,True,-3.9729,2.1449,158.96,497200
569,CNHI,False,-4.1537,4.0169,9.03,577187
570,CNA,False,-2.2593,2.6037,48.08,74379
571,CEO,False,-4.1749,2.8421,151.06,38350
572,CNXM,False,-5.0065,6.1582,14.05,75222
573,CEIX,False,-5.1562,2.4784,17.29,109578
574,CNO,True,-6.0319,2.9221,15.37,410832
575,KOF,False,-3.0805,1.8299,58.67,14572
576,CNX,False,-11.8005,26.3328,7.16,2070312
577,KO,True,-2.029,6.0718,53.5,5876139
578,CCEP,True,-2.4605,1.9265,54.36,543315
579,CDE,False,-8.3168,11.1413,5.29,2556425
580,CNS,False,-3.149,3.0494,52.99,74997
581,FOF,False,-2.4031,1.84,12.63,20653
582,LDP,False,-3.2283,1.1779,25.22,29781
583,INB,False,-3.7652,1.6018,8.89,26981
584,RQI,False,-3.6364,2.0513,14.67,102576
585,RNP,False,-2.6426,2.0774,22.84,90255
586,MIE,False,-3.112,1.7745,8.81,45154
587,UTF,False,-1.6504,1.209,25.88,104011
588,RFI,False,-2.3622,2.0528,14.35,21999
589,PSF,False,-2.4966,2.0593,28.66,4936
590,CCH,False,-0.9901,1.5779,10.24,0
591,CFX,True,-6.2566,15.1356,26.32,572144
592,CL,True,-4.0139,2.5512,71.69,2291560
593,CXE,False,-3.2316,2.2263,5.44,28927
594,CXH,False,-0.993,1.6145,9.94,1290
595,CIF,False,-1.1673,1.1952,2.58,6161
596,CMU,False,-1.8219,2.537,4.74,26606
597,CLNY,False,-7.6775,4.6211,4.71,885965
598,STK,False,-5.0326,2.7,20.4,19808
599,CMC,True,-4.3975,6.5491,16.53,590133
600,CLNC,False,-7.1381,1.5974,14.01,158986
601,CXP,False,-2.7423,3.9867,21.27,189063
602,CYH,False,-11.0656,14.6597,2.27,608185
603,CMA,True,-6.5437,1.9181,61.88,970747
604,CHCT,False,-2.7185,2.6546,43.25,41611
605,FIX,False,-20.4888,5.6832,39.04,76447
606,CBU,False,-3.3945,2.15,62.09,83073
607,CIG,False,-4.4199,5.4913,3.68,1467129
608,CIG.C,False,-4.7009,5.5794,4.34,0
609,SBS,True,-5.2448,5.2863,14.43,734817
610,ELP,True,-3.8012,3.9683,12.96,219253
611,CBD,True,-3.6434,10.7322,22.46,226352
612,CCU,False,-7.7268,2.17,24.62,64425
613,CODI,False,-4.0,3.7534,18.68,100252
614,CMP,False,-6.3944,6.3179,51.42,97425
615,CAG,True,-12.0982,5.9618,28.91,2229725
616,CCM,False,-12.3223,9.2136,2.68,0
617,CXO,True,-22.2256,7.9559,71.22,883287
618,CNDT,False,-26.3279,6.4373,6.6,766567
619,COP,True,-3.9626,4.9858,53.87,3320553
620,ED,True,-1.8327,1.3453,86.75,698428
621,CCR,False,-11.2119,4.5141,12.9,6299
622,CRK,False,-6.8814,8.838,5.53,209644
623,STZ.B,False,-3.8859,6.7639,194.04,2
624,CSTM,False,-6.1719,14.3816,11.85,293412
625,CLR,True,-7.802,6.6717,30.86,819459
626,CBPX,False,-8.1318,5.3339,23.72,78523
627,CTK,False,-15.7083,6.599,6.8,2429
628,VLRS,False,-7.3126,8.9598,9.3,103463
629,CPS,False,-10.7294,7.7197,34.84,69065
630,TCS,False,-11.9476,7.0637,4.79,117734
631,STZ,True,-3.1389,4.6384,196.53,638936
632,CTRA,False,-8.7288,3.4374,30.64,103797
633,CPA,False,-5.2164,10.8322,103.9,144659
634,CXW,True,-6.0084,3.8095,17.77,304012
635,CLB,True,-9.4475,6.7888,40.42,239663
636,CLGX,False,-8.8771,5.7196,46.57,185868
637,CORR,False,-1.8832,5.5637,48.13,26271
638,CTB,False,-9.5832,3.51,24.47,113787
639,COR,False,-7.4403,3.2443,110.07,101176
640,CPLG,False,-4.6512,3.1051,10.9,152206
641,GYC,False,-2.1162,3.8043,21.87,0
642,CAAP,False,-29.078,3.9948,5.02,15922
643,GLW,True,-7.9179,3.6659,28.22,2400013
644,CZZ,True,-5.3884,4.3774,13.9,311215
645,OFC,True,-4.1545,5.8889,28.32,358818
646,CMRE,False,-5.2632,5.283,5.38,169117
647,COTY,True,-13.5075,1.9011,9.67,2257486
648,CUZ,True,-4.5208,2.0753,34.33,1010154
649,CVIA,False,-10.9195,13.4969,1.79,375745
650,CVA,True,-3.1915,2.9254,16.98,346259
651,CPF,False,-4.1456,2.148,28.37,47782
652,CR,False,-3.858,3.0738,77.72,163640
653,COT,True,-4.812,8.0422,12.2,301470
654,CPL,False,-2.7059,3.3312,16.9,5138
655,CRD.B,False,-3.2874,5.8957,9.65,4767
656,CRD.A,False,-3.9024,7.6681,10.36,15513
657,BAP,False,-3.463,2.78,207.93,152937
658,CPG,False,-7.2508,9.5541,3.13,1037601
659,CRH,False,-2.1283,2.6258,32.58,163613
660,CRT,False,-4.7238,3.5864,9.99,1787
661,CAPL,False,-5.2273,2.4406,17.06,7376
662,CS,True,-3.1516,2.5597,11.39,1362837
663,CRY,False,-5.7577,3.8593,26.1,53666
664,CEQP,False,-3.9902,2.4877,33.5,74666
665,CSS,False,-5.6093,8.2474,4.83,2035
666,CTS,False,-7.1093,5.4903,29.53,41980
667,CCI,True,-3.6089,2.4055,141.95,849200
668,CFR,False,-5.256,3.2647,87.0,126262
669,CUBE,True,-3.3101,2.5896,35.15,590869
670,CCK,True,-2.6433,4.23,68.58,580929
671,CUB,False,-2.9931,8.3484,68.43,117768
672,CMI,True,-5.0583,2.8939,151.07,650502
673,CULP,False,-4.1692,2.9579,15.77,2412
674,SRF,False,-3.7441,1.757,6.08,447
675,SZC,False,-6.782,2.3634,13.16,30849
676,SRV,False,-3.9272,2.4291,9.79,8546
677,CW,False,-3.9131,3.6696,120.48,94428
678,CURO,False,-4.9242,14.2447,13.66,91557
679,CUBI,False,-4.7527,4.7352,19.64,64594
680,CWK,True,-7.7336,3.2915,17.62,203697
681,CVI,False,-4.1273,2.8332,45.54,170040
682,UAN,False,-9.0465,8.7766,3.9,16492
683,CVS,True,-2.154,7.4505,59.85,4117757
684,CELP,False,-9.7074,4.5778,6.77,896
685,DHI,True,-3.8618,5.7273,47.96,1312002
686,DAN,True,-12.878,5.9588,13.51,719173
687,DHR,True,-2.5074,2.3989,140.54,1124728
688,DQ,False,-8.6887,10.4895,42.26,82500
689,DAR,True,-2.4561,3.4045,19.52,252792
690,DRI,True,-2.5418,2.6234,121.16,605909
691,DVA,True,-5.3324,4.9063,59.39,774401
692,DAC,False,-12.7139,8.2933,7.02,117
693,DF,False,-36.5269,21.6981,1.03,926010
694,DCP,False,-7.109,2.98,25.41,131791
695,DELL,True,-9.1524,3.708,49.52,965827
696,DE,True,-5.031,3.2454,147.17,918563
697,DK,True,-8.5859,4.7294,32.98,603297
698,DDF,False,-10.1626,4.7905,12.72,6001
699,DECK,True,-10.1701,3.1794,146.14,216227
700,DLPH,True,-8.111,5.9361,14.97,464935
701,DKL,False,-4.8679,2.6563,30.35,9607
702,DLX,False,-3.633,3.9239,44.22,155224
703,DAL,True,-3.8417,2.9369,58.84,2896010
704,DEX,False,-1.8405,0.9091,9.69,26491
705,DNR,False,-8.8496,14.5631,1.02,5695013
706,DESP,False,-16.9952,6.7489,11.92,105495
707,DKT,False,-1.7154,0.9858,25.52,60163
708,DXB,False,-1.5898,1.2151,24.97,46614
709,DB,False,-7.7025,3.8123,7.21,2643913
710,DHX,False,-7.7519,7.2829,3.3,89865
711,DHT,False,-4.8387,4.7872,5.27,396527
712,DVN,True,-6.8148,5.3292,23.62,4011043
713,DO,False,-16.7341,15.9895,6.0,826454
714,DEO,False,-2.3731,1.7143,163.92,148031
715,DSX,False,-5.1576,4.0816,3.05,73741
716,DKS,True,-6.2147,4.5412,33.15,626501
717,DBD,False,-7.3452,27.9883,13.66,424769
718,DRH,False,-3.9715,3.8076,9.49,491625
719,DLR,True,-3.9908,2.5088,120.19,431838
720,DPLO,False,-9.1371,8.9641,5.39,231389
721,DDT,False,-1.208,0.804,26.17,3071
722,DIN,False,-5.0653,4.3715,79.1,145330
723,DDS,True,-8.7696,23.9844,59.87,226802
724,DNI,False,-2.8846,2.0463,11.32,6085
725,DFS,True,-4.0148,8.9015,82.95,823996
726,DLB,False,-13.6163,3.11,60.2,173982
727,D,True,-2.8463,2.1806,75.38,2323485
728,DG,True,-2.2933,2.0804,135.38,944281
729,UFS,True,-11.2603,2.6997,35.24,318530
730,DPZ,True,-8.6618,2.6243,240.6,324315
731,DCI,False,-3.7829,2.4707,49.0,155321
732,DRUA,False,-1.4341,0.8174,25.96,11528
733,DFIN,False,-10.8148,10.2544,11.21,31932
734,LPG,False,-6.1714,7.5741,9.36,180955
735,PLOW,False,-3.1618,11.9091,43.06,27147
736,DEI,True,-2.6953,2.001,41.06,231715
737,DOV,True,-3.8864,2.489,91.28,429923
738,DVD,False,-4.8077,3.9324,2.01,948
739,DBL,False,-2.585,1.2542,20.57,13662
740,DSL,True,-1.7909,1.8272,20.04,203057
741,RDY,False,-3.0769,3.3627,35.35,65855
742,DRD,False,-4.918,9.8901,3.86,36105
743,DHF,False,-1.2945,0.9772,3.05,53735
744,DCF,False,-1.8221,2.2752,9.05,10710
745,DSM,False,-1.3767,2.7479,8.4,46633
746,DMB,False,-1.9217,2.1528,14.72,15565
747,LEO,False,-1.1468,1.2776,8.53,45361
748,DRQ,False,-5.8824,10.2754,47.58,158853
749,DS,False,-5.754,3.4335,5.1,55380
750,DTE,True,-2.1118,1.5262,128.23,457094
751,DTQ,False,-0.4734,0.7582,25.45,4044
752,DTJ,False,-0.7336,0.739,26.23,3024
753,DTW,False,-0.7405,1.0232,26.67,7163
754,DCO,False,-5.6845,17.1625,42.38,42073
755,DTY,False,-1.8486,1.3438,27.13,3529
756,DSE,False,-3.8,2.8112,4.9,29051
757,DUC,False,-0.6795,0.5714,8.89,9691
758,DPG,False,-1.9367,2.1362,15.09,53150
759,DUK,True,-2.3746,2.2539,89.82,1717593
760,DUKB,False,-1.7922,1.03,27.22,9414
761,DNP,False,-0.9885,1.304,12.38,140535
762,DRE,True,-2.4628,2.0574,33.16,1008170
763,DUKH,False,-0.9572,1.0757,25.47,11742
764,DXC,True,-30.4743,3.5278,34.09,1031202
765,DTF,False,-0.5061,0.7174,14.08,75
766,DLNG,False,-6.3291,6.338,1.27,15892
767,DY,False,-5.9666,7.7151,47.38,156819
768,DX,False,-3.9481,2.0579,15.5,146838
769,ELF,True,-3.8261,9.6378,16.8,327869
770,EGIF,False,-1.9355,1.5831,15.27,2080
771,DEA,True,-2.3077,2.2119,20.38,285278
772,ECCX,False,-0.9686,0.939,25.72,0
773,EGP,False,-2.6409,1.9425,122.79,101416
774,EMN,True,-3.8089,3.1889,67.15,421904
775,ETN,True,-3.1148,3.3646,79.41,1081957
776,ESTE,False,-10.274,8.2228,3.74,71538
777,ECCY,False,-1.341,1.9531,25.75,0
778,ECCA,False,-0.6778,1.0916,25.74,563
779,ECCB,False,-2.0151,1.5871,26.17,163
780,ETW,False,-3.0021,1.2725,9.54,152273
781,KODK,False,-9.2742,8.0508,2.05,42309
782,ETV,False,-3.0065,2.25,15.08,111178
783,EXP,True,-8.2973,4.2276,84.03,261340
784,EV,True,-4.6539,2.5434,40.78,323639
785,EOI,False,-3.5123,1.9836,14.93,39056
786,EFT,False,-0.8889,0.8929,13.36,47601
787,EFF,False,-0.8,0.8587,15.31,2365
788,EHT,False,-1.3944,1.1145,9.88,15486
789,EOT,False,-3.5628,2.9167,22.92,9584
790,EVN,False,-0.6993,0.8621,12.83,36385
791,EFR,False,-0.9848,0.8397,13.04,33771
792,ETJ,False,-2.5424,1.6304,9.41,70271
793,EFL,False,-1.2592,1.5991,9.25,10732
794,EVF,False,-1.12,2.1242,6.16,27870
795,EOS,False,-3.0338,2.4669,17.02,45104
796,ETO,False,-2.7666,2.4223,25.64,17719
797,EXD,False,-1.8711,1.0823,9.5,12902
798,EVG,False,-1.2555,1.8811,13.18,2572
799,ETB,False,-1.946,2.1154,15.89,19763
800,ETG,False,-2.9888,1.3359,15.77,78145
801,ETY,False,-3.0483,1.8088,11.76,141508
802,EXG,False,-1.7348,1.968,8.01,324692
803,ECT,False,-12.2699,5.9371,1.5,6031
804,EVT,False,-2.7205,1.6508,23.73,61441
805,EC,True,-4.0721,3.5605,16.69,236312
806,ELAN,True,-4.1717,4.0965,29.85,1056389
807,EIX,True,-1.8752,6.0766,73.21,1429165
808,EW,True,-2.5578,9.9355,219.22,585714
809,ECL,True,-4.239,2.7263,207.46,494138
810,EE,False,-0.3468,0.7817,66.39,86289
811,ESTC,True,-5.2157,5.9285,86.41,431355
812,EGO,False,-8.5181,13.3038,8.09,1990979
813,ELVT,False,-3.0374,8.3333,5.02,38172
814,LLY,True,-4.1125,2.5648,115.7,2110156
815,EFC,False,-3.2787,3.5566,17.71,134783
816,EARN,False,-2.2361,1.275,10.9,12226
817,AKO.A,False,-3.764,2.8032,17.13,0
818,ERJ,True,-3.294,2.6943,19.63,256743
819,EME,False,-3.6072,4.1917,83.35,114589
820,EEX,False,-6.0976,2.1858,9.63,40590
821,AKO.B,False,-5.8824,4.5965,20.1,28
822,EMR,True,-3.5842,3.1979,59.19,1596742
823,EBS,False,-4.3469,4.4972,43.64,170905
824,ESRT,True,-4.0338,2.9664,13.19,464958
825,EIG,False,-3.4259,2.6969,42.34,69618
826,EDN,False,-58.984,7.9677,7.4,11032
827,ENBL,True,-5.7011,2.8694,12.26,235939
828,ENB,True,-4.0869,2.3199,34.37,1408360
829,ECA,False,-5.5914,6.5534,4.43,12022937
830,DAVA,False,-4.1481,6.0867,36.92,17717
831,EHC,True,-3.8701,5.0864,62.36,326821
832,EXK,False,-8.13,9.7297,2.46,632778
833,ENBA,False,-1.5094,0.8925,27.19,16915
834,ENIC,False,-5.4795,3.1401,4.24,80296
835,ENR,True,-14.3697,9.2308,36.17,465085
836,ET,True,-5.9406,5.2513,13.51,4594513
837,EPC,True,-5.5219,7.5276,29.04,246590
838,ENIA,False,-4.6595,4.4758,8.11,268008
839,ENS,False,-10.372,2.7047,57.75,67674
840,ERF,False,-7.5529,8.7986,6.56,505355
841,E,False,-1.7,2.0026,30.0,63576
842,ENLC,False,-11.8906,5.1282,7.4,870059
843,ENVA,False,-4.4898,12.1333,26.23,95113
844,EBF,False,-3.0452,8.9342,19.95,49988
845,ESV,False,-6.399,16.315,8.19,3737604
846,ETM,False,-36.0,8.52,3.64,437031
847,EAE,False,-1.5751,1.5137,25.57,1116
848,EAB,False,-1.7628,1.8846,26.43,581
849,ETR,True,-1.9663,1.675,107.82,901771
850,EAI,False,-1.1103,1.2242,25.84,8896
851,NPO,False,-4.3563,10.846,63.93,31726
852,ELJ,False,-1.2678,1.2466,25.58,1307
853,ENJ,False,-0.9184,0.9803,25.42,0
854,EZT,False,-1.0148,1.1976,27.83,43
855,EMP,False,-1.0254,1.0695,26.26,3848
856,ELC,False,-1.2615,1.1324,25.89,4769
857,ENO,False,-0.9362,0.92,27.04,1781
858,EVC,False,-11.6719,5.8462,2.75,118027
859,EPD,True,-2.5856,2.4498,28.4,1343002
860,ENV,False,-5.6156,2.3354,57.83,107219
861,EVA,False,-1.9016,3.2671,30.15,16699
862,ELU,False,-0.9386,0.7126,25.46,172
863,ENZ,False,-7.6923,9.1413,3.79,63910
864,EOG,True,-5.9405,3.6235,78.52,1849387
865,EPAM,False,-6.0959,5.7206,189.61,142856
866,EPR,False,-2.8997,2.5948,76.11,175499
867,ETRN,True,-7.687,2.8787,13.68,1311601
868,EQNR,True,-4.3226,3.096,17.18,478029
869,EQT,True,-9.1992,9.5634,12.3,2179369
870,EQC,True,-2.4699,1.7544,34.11,220371
871,EFX,True,-3.2759,3.4523,142.76,388403
872,EQM,True,-4.7791,3.5334,31.56,208726
873,EROS,False,-22.4771,18.0,1.36,1207153
874,ESNT,True,-4.1174,2.6569,46.39,207787
875,EQS,False,-6.25,5.0775,1.69,0
876,EQR,True,-2.8579,1.6942,80.89,530061
877,ESE,False,-6.1727,3.3396,76.31,46198
878,ERA,False,-3.4279,16.8743,10.46,37994
879,EPRT,False,-3.7164,4.1068,21.85,180372
880,ELS,True,-2.0891,1.9039,132.63,224562
881,EB,True,-6.8516,5.9301,17.2,240600
882,ESS,False,-3.5921,1.8319,313.31,101858
883,ETH,False,-10.6414,3.4749,18.12,92562
884,EL,True,-4.1932,2.8643,180.79,650000
885,EEA,False,-1.8066,2.0202,8.56,3
886,EURN,False,-4.6398,6.1905,7.54,162942
887,EVR,False,-5.0596,3.5133,78.58,127108
888,EVRG,True,-2.7551,1.5079,63.74,843091
889,RE,False,-3.3345,2.3834,252.64,154239
890,EVRI,False,-11.2511,3.762,9.49,279017
891,ES,True,-2.0915,1.3444,77.91,703687
892,EVTC,False,-4.453,11.7739,35.53,151990
893,XAN,False,-1.677,2.6316,11.34,48022
894,EXPR,False,-9.0909,5.1064,2.07,657408
895,AQUA,False,-4.1491,10.2583,15.2,152014
896,EVH,False,-6.4516,14.9485,7.12,548308
897,FNB,True,-4.0664,3.6082,10.95,940849
898,EXC,True,-2.5489,1.7785,45.52,3560846
899,EXTN,False,-7.6522,6.7652,9.84,48103
900,FDS,True,-3.8258,2.5013,279.24,195268
901,FN,False,-3.3182,5.909,55.06,80154
902,XOM,True,-2.5551,2.6667,70.49,5246096
903,EXR,True,-2.1604,1.566,119.01,326965
904,FPAC,False,-1.4493,2.23,10.3,0
905,SFUN,False,-10.9877,13.4295,1.64,58609
906,FTCH,True,-44.4932,12.537,12.0,699060
907,FICO,False,-6.1,4.9485,337.33,113550
908,FFG,False,-2.6534,2.5813,57.95,6941
909,AGM,False,-4.2314,5.8237,76.97,18778
910,FPI,False,-3.5256,9.2334,6.45,67222
911,AGM.A,False,-4.7891,7.1272,72.01,0
912,FRT,True,-3.7799,2.1046,132.94,191064
913,FBK,False,-3.3802,2.5538,36.22,9489
914,FSS,False,-3.7784,7.8601,30.81,74258
915,FII,True,-3.501,3.8248,32.78,229268
916,FMN,False,-0.3974,0.8023,14.01,7608
917,FDX,True,-4.2339,2.9951,160.52,897200
918,RACE,False,-2.7569,2.6405,160.82,176563
919,FOE,True,-11.4732,3.5159,11.95,234811
920,FG,False,-5.7669,4.661,7.32,232477
921,FCAU,True,-4.912,3.8231,13.12,1174955
922,FGP,False,-9.8694,5.9871,0.6982,40374
923,FNF,True,-3.0595,2.862,43.75,413535
924,FIS,True,-3.2345,3.946,134.85,1698941
925,FMO,False,-3.75,1.98,9.08,58241
926,FHN,True,-3.2317,6.6892,15.75,1156595
927,FCF,False,-4.3573,3.3071,12.53,120553
928,FAF,True,-3.6829,2.9336,57.14,304609
929,FBP,True,-3.5316,7.8529,9.78,557163
930,AG,False,-6.3618,8.6348,10.27,1713377
931,FR,True,-2.2528,2.3095,38.47,296773
932,FDC,True,-1.4388,8.7136,31.69,2047483
933,FRC,True,-4.4902,1.8673,93.8,377870
934,FFA,False,-3.0151,2.5099,15.73,19469
935,FMY,False,-1.9929,1.5907,13.88,2
936,FDEU,False,-2.6144,1.4937,13.23,21196
937,FIF,False,-2.3612,1.6749,15.56,18701
938,FSD,False,-2.2606,0.7378,14.71,25070
939,FPF,False,-1.9044,1.4712,22.82,67463
940,FPL,False,-1.9088,1.8634,9.1,45161
941,FIV,False,-1.5419,1.5695,8.87,21469
942,FEO,False,-2.9096,1.8492,13.43,2792
943,FCT,False,-0.9129,1.1755,11.77,30677
944,FGB,False,-2.0472,1.8033,6.27,8946
945,FPH,False,-6.0027,6.2147,6.83,34754
946,FAM,False,-0.939,0.9718,10.59,6783
947,FE,True,-2.1399,1.6144,44.18,1772959
948,DFP,False,-2.2718,1.5299,25.58,25511
949,FIT,False,-21.1905,3.34,3.29,1756349
950,FBC,False,-2.3228,3.5574,34.25,97586
951,PFD,False,-2.947,1.8543,15.25,8020
952,FFC,False,-1.9656,2.1661,20.13,47596
953,PFO,False,-2.4096,1.4834,12.29,2605
954,FTK,False,-29.2096,5.3156,2.04,181357
955,FND,True,-7.1264,20.9021,45.3,418636
956,FLC,False,-1.4118,1.9303,21.4,6866
957,FLS,True,-9.2345,3.2312,43.37,462955
958,FLR,True,-26.658,3.9104,18.4,630650
959,FLT,True,-4.1021,8.2046,295.87,254292
960,FLY,False,-2.1326,1.8615,16.76,51745
961,FMX,False,-2.9275,1.8013,87.38,165552
962,FMC,True,-5.0047,4.5819,86.46,322465
963,FLO,True,-5.363,1.8022,22.71,388174
964,FL,True,-4.189,3.4492,40.1,1762461
965,F,False,-7.454,2.9441,9.26,19326620
966,FTS,False,-1.1136,1.3579,40.83,159200
967,FELP,False,-13.3446,6.2154,0.4365,9893
968,FOR,False,-5.7919,8.3381,19.04,10916
969,FSM,False,-5.8275,14.3885,3.94,682482
970,FBHS,True,-3.6585,2.6395,51.64,559322
971,FET,False,-14.1221,13.4199,1.6,552348
972,FTV,True,-4.3862,3.089,70.01,768871
973,FTAI,False,-2.381,3.9465,14.95,49498
974,FBM,False,-3.4829,9.2655,17.94,60813
975,FEDU,False,-12.9213,14.2012,2.05,1
976,FCPT,False,-3.1228,2.1426,27.71,99418
977,FNV,True,-2.9724,3.6047,93.29,256107
978,FSB,False,-2.5793,3.6879,28.07,22175
979,FC,False,-4.312,5.0286,37.38,15738
980,BEN,True,-4.089,2.0085,28.53,1098903
981,FT,False,-1.8868,1.6506,7.3,18883
982,FI,False,-13.8583,3.7975,4.5,222290
983,FCX,True,-4.3551,3.74,9.89,9252693
984,FDP,False,-8.4953,11.1233,27.54,68292
985,RESI,False,-4.5183,2.7754,11.15,66943
986,FMS,False,-6.5109,3.0982,33.5,57321
987,FSK,False,-2.8708,6.3063,5.8,1099958
988,FRO,False,-7.0151,6.3512,7.18,235442
989,FTSI,False,-18.8917,11.0266,2.96,251486
990,FCN,False,-3.0917,9.7103,104.78,64841
991,FF,False,-5.3812,5.1213,10.73,29738
992,GCV,False,-3.3771,1.87,5.35,21723
993,GDV,False,-3.2063,1.7308,21.06,77278
994,GAB,False,-2.1452,1.6863,6.1,238017
995,GGZ,False,-3.7236,2.9823,10.9,2143
996,GGT,False,-1.9883,4.0146,8.43,17948
997,GUT,False,-2.6954,2.4931,7.36,52317
998,GCAP,False,-10.8511,24.3176,4.32,62874
999,GNT,False,-2.4055,1.9264,5.9,30302
1000,GTX,True,-7.9866,5.5782,11.53,279513
1001,GME,False,-7.7121,3.9548,3.47,2306726
1002,GPS,True,-7.8974,3.2603,17.95,3518369
1003,GDI,True,-5.3382,3.004,30.57,593329
1004,GBL,False,-3.3031,4.4687,18.34,5940
1005,IT,False,-19.0183,2.42,128.56,167062
1006,GLOG,False,-8.5014,4.7244,12.06,137789
1007,GLOP,False,-4.9188,1.7916,18.76,42366
1008,GMTA,False,-1.64,1.9333,26.94,2820
1009,GATX,False,-3.4447,3.7949,74.98,140404
1010,GTES,False,-21.1,4.9579,8.03,236163
1011,GNK,False,-6.6959,13.0584,8.16,113281
1012,GCP,False,-13.2247,2.1005,18.45,140475
1013,GNRC,True,-4.0106,3.1882,73.26,223852
1014,GD,True,-2.8576,2.4997,183.11,481765
1015,GAM,False,-2.7004,1.5616,35.7,13099
1016,GE,False,-3.8536,4.3095,9.35,22175588
1017,GM,True,-1.9356,2.1325,39.01,3929739
1018,GCO,False,-6.9071,2.7007,35.53,147437
1019,GIS,True,-4.4507,2.2322,54.38,2322268
1020,GEL,False,-3.6934,3.1905,20.32,152641
1021,GWR,True,-1.0524,8.85,109.72,239153
1022,GNE,False,-28.7992,4.6948,7.56,120938
1023,GPC,True,-4.5099,2.04,91.12,297952
1024,GEO,True,-7.176,4.5802,18.02,359502
1025,GPRK,False,-4.4118,8.1443,16.58,75100
1026,GNW,False,-3.7037,13.68,4.46,892531
1027,GIG,False,-0.8662,0.6763,10.38,0
1028,GPJA,False,-1.6272,0.8597,25.74,4708
1029,GGB,False,-4.6512,5.8511,3.3,2823713
1030,GTY,False,-2.5325,1.6188,30.03,39123
1031,G,True,-4.2282,8.3506,41.0,338628
1032,GIL,True,-2.6391,1.68,37.46,209091
1033,GKOS,False,-11.7237,3.5497,62.03,101889
1034,GLT,False,-3.9828,3.0856,14.08,59918
1035,GSK,True,-1.6809,1.9393,40.65,1300000
1036,CO,False,-7.279,4.1441,5.67,3936
1037,GMRE,False,-2.9823,2.1101,10.69,134793
1038,GNL,True,-2.9222,2.7068,19.59,292811
1039,GSL,False,-7.6433,7.0461,7.03,1320
1040,GLP,False,-2.8431,2.229,19.84,33329
1041,GLOB,False,-4.4282,4.257,105.41,174945
1042,GMED,False,-2.1277,7.9974,48.84,182907
1043,GMS,True,-3.4164,11.6751,22.39,216367
1044,GNC,False,-7.9787,11.5385,1.74,469841
1045,GPN,True,-4.8922,2.6069,158.79,606339
1046,GFI,False,-10.1423,8.0224,5.73,3391735
1047,GDDY,True,-7.4553,2.6519,64.05,741473
1048,GSBD,False,-2.9798,2.3946,19.81,62934
1049,GS,True,-3.875,2.649,204.11,978795
1050,GOL,True,-6.9927,17.1875,19.27,336325
1051,GER,False,-3.7037,2.6119,4.84,108863
1052,GRC,False,-3.5404,3.6255,31.39,15925
1053,GPX,False,-7.7456,4.6495,13.07,11628
1054,EAF,True,-4.0564,5.4872,11.09,478517
1055,GRAF,False,-0.5,0.7071,10.05,0
1056,GMZ,False,-2.834,2.64,7.19,40861
1057,GHM,False,-5.9507,5.5556,19.93,1254
1058,GGG,True,-5.5078,2.5508,46.41,230374
1059,GHC,False,-3.265,1.7434,713.21,10503
1060,GRAM,False,-6.3492,3.0928,2.61,4783
1061,GPMT,False,-1.4033,1.1646,18.46,172210
1062,GPK,True,-4.4065,5.9733,13.21,976118
1063,GTN.A,False,-8.1174,6.9649,14.85,0
1064,GVA,False,-17.9447,3.6419,28.15,185774
1065,AJXA,False,-1.2453,1.3587,26.29,0
1066,AJX,False,-1.6667,4.0892,14.82,15177
1067,GWB,False,-5.8269,2.6772,30.53,103279
